team__displayName,team__abbrName,team__logoId,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,defTotalCatchAllowed,defTotalDeflections,defTotalForcedFum,defTotalFumRec,defTotalInts,defTotalIntReturnYds,defTotalSacks,defTotalSafeties,defTotalTDs,defTotalTackles
Jets,NYJ,17,CB,551027769,Daequan Hardy,3,0,10099,37,7,13.00,0,4,1,0,0,0,0.00,0,0,10.00
Jets,NYJ,17,ROLB,551027444,Tommy Eichenberg,3,0,10065,45,3,3.00,0,1,0,0,0,0,0.00,0,0,3.00
Jets,NYJ,17,CB,551026885,Christian Benford,5,0,2684,47,13,26.00,5,5,0,1,1,30,0.00,0,0,23.00
Jets,NYJ,17,CB,551029259,Derek Stingley Jr,5,0,1956,24,8,29.00,8,4,0,0,2,253,0.00,0,0,23.00
Jets,NYJ,17,LE,551026835,Christian Barmore,6,3,780,90,6,13.00,0,0,1,0,0,0,2.00,0,0,6.00
Jets,NYJ,17,FS,551027558,Darrick Forrest,6,0,1105,22,10,28.00,2,4,0,0,0,0,0.00,0,0,28.00
Jets,NYJ,17,CB,551026706,Paulson Adebo,6,0,1098,29,6,13.00,2,3,0,0,0,0,0.50,0,0,12.00
Jets,NYJ,17,LOLB,551027799,Malik Harrison,7,0,332,40,5,12.00,5,0,0,0,0,0,1.00,0,0,10.00
Jets,NYJ,17,RE,551027718,Yetur Gross-Matos,7,0,307,94,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Jets,NYJ,17,SS,551029074,Darnell Savage,8,0,9621,6,3,12.00,1,0,0,0,3,43,0.00,0,0,3.00
Jets,NYJ,17,DT,551028730,Ed Oliver,8,3,9589,91,10,25.00,0,2,0,0,0,0,4.50,0,0,16.00
Jets,NYJ,17,DT,551027508,Folorunso Fatukasi,9,0,8884,93,1,1.00,0,0,0,0,0,0,0.50,0,0,0.00
Jets,NYJ,17,MLB,551029535,Fred Warner,9,0,9101,54,12,49.00,2,5,0,0,3,299,1.50,0,1,31.00
Jets,NYJ,17,FS,551026858,Jessie Bates III,9,0,8815,38,6,23.00,0,3,2,0,0,0,0.00,0,0,17.00
Jets,NYJ,17,CB,551027389,Rasul Douglas,10,0,8535,39,5,11.00,0,2,0,0,0,0,0.00,0,0,11.00
Lions,DET,18,ROLB,551028856,Adrian Barber,0,0,3845,51,4,6.00,0,0,0,0,0,0,1.00,0,0,4.00
Lions,DET,18,MLB,551029697,Dee Wroten,0,0,3763,52,13,57.00,0,5,3,0,4,535,0.50,0,0,35.00
Lions,DET,18,LOLB,551026824,Quincy Flowers,0,0,3842,99,5,7.00,0,0,0,0,0,0,1.00,0,0,5.00
Lions,DET,18,SS,551028164,Dante DeBose,1,0,3638,42,7,13.00,0,2,0,0,1,9,0.00,0,0,10.00
Lions,DET,18,DT,551028920,Gabe Powe,1,0,10338,78,2,3.00,0,1,0,1,0,0,1.00,0,0,1.00
Lions,DET,18,LE,551029615,Joel Garland,1,0,10352,95,3,5.00,0,0,1,0,0,0,0.50,0,0,1.00
Lions,DET,18,SS,551027395,Anfernee Maybin,2,0,10339,39,5,8.00,0,0,1,0,0,0,0.00,0,0,5.00
Lions,DET,18,CB,551028021,Bernard Peters,2,0,10357,38,4,12.00,0,3,0,0,2,43,0.00,0,0,6.00
Lions,DET,18,MLB,551027227,Edgerrin Cooper,3,0,10041,56,13,56.00,0,10,0,0,3,48,1.00,0,1,39.00
Lions,DET,18,DT,551028048,Kris Jenkins,3,0,10124,90,5,22.00,0,2,0,0,0,0,5.00,0,0,12.00
Lions,DET,18,CB,551028559,Quinyon Mitchell,3,0,10349,21,4,4.00,0,4,0,0,0,0,0.00,0,0,4.00
Lions,DET,18,CB,551026787,Terrion Arnold,3,0,10001,21,7,16.00,0,6,2,2,0,0,0.00,0,0,10.00
Lions,DET,18,CB,551027670,Christian Gonzalez,4,0,2171,0,10,27.00,0,7,1,1,2,272,0.00,0,0,18.00
Lions,DET,18,RE,551029475,Lukas Van Ness,4,0,2442,94,10,35.00,0,0,2,0,0,0,5.00,0,0,19.00
Lions,DET,18,MLB,551029174,Brandon Smith,5,0,1944,9,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Lions,DET,18,CB,551028417,Damarri Mathis,5,0,1825,27,7,7.00,0,3,0,0,0,0,0.00,0,0,7.00
Lions,DET,18,SS,551027163,Lewis Cine,5,0,1270,6,13,30.00,0,8,1,0,2,28,1.00,0,0,19.00
Lions,DET,18,FS,551028618,Israel Mukuamu,6,0,1166,24,8,22.00,0,3,0,0,2,7,0.00,0,0,16.00
Lions,DET,18,RE,551027228,Jonathon Cooper,6,0,910,93,4,9.00,0,0,1,0,0,0,1.00,0,0,4.00
Lions,DET,18,LE,551028793,Kwity Paye,6,0,1056,98,11,42.00,0,1,1,1,0,0,10.50,0,0,18.00
Lions,DET,18,DT,551028743,Levi Onwuzurike,6,0,850,91,3,2.00,0,0,0,1,0,0,0.00,0,0,2.00
Lions,DET,18,FS,551029378,Jalen Thompson,8,0,1532,34,11,42.00,0,5,2,1,3,58,0.00,0,1,21.00
Lions,DET,18,CB,551027959,Marlon Humphrey,10,0,8595,44,12,41.00,0,11,0,0,4,112,0.00,0,1,23.00
Packers,GB,19,LOLB,551028319,Doug Rolle,0,0,3807,50,8,21.00,0,0,0,0,0,0,3.50,0,0,14.00
Packers,GB,19,ROLB,551027749,Jahlil Roberts,0,0,3704,55,11,24.00,1,2,1,0,0,0,2.00,0,0,17.00
Packers,GB,19,DT,551029550,Kevin Walford,0,0,3950,79,6,14.00,0,1,0,0,0,0,3.00,0,0,8.00
Packers,GB,19,MLB,551029116,Cordale Washington,1,0,3711,40,13,45.00,3,7,0,0,2,52,1.00,0,0,37.00
Packers,GB,19,CB,551027549,Russell Moulds,1,0,3770,28,8,23.00,2,3,2,0,2,44,0.00,0,0,11.00
Packers,GB,19,LE,551027090,Cordale Whitehead,2,0,3761,56,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Packers,GB,19,LOLB,551027604,James Trejo,2,0,3917,44,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Packers,GB,19,SS,551026905,Cole Bishop,3,0,10015,24,12,43.00,1,8,0,0,2,37,0.00,0,0,37.00
Packers,GB,19,DT,551027122,DeWayne Carter,3,0,10030,90,6,15.00,0,1,0,1,0,0,3.00,0,0,9.00
Packers,GB,19,DT,551029684,Mekhi Wingo,3,0,10304,94,8,23.00,0,2,0,0,0,0,6.50,0,0,10.00
Packers,GB,19,CB,551029305,T.J. Tampa,3,0,10259,27,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Packers,GB,19,ROLB,551029169,Nolan Smith Jr,4,0,2402,3,13,65.00,3,10,1,2,6,334,2.00,0,1,34.00
Packers,GB,19,CB,551029328,Cam Taylor-Britt,5,0,1964,29,11,55.00,5,11,1,0,6,117,0.00,0,0,34.00
Packers,GB,19,SS,551026991,Jaquan Brisker,5,0,1194,9,9,23.00,0,7,1,0,0,0,0.50,0,0,19.00
Packers,GB,19,FS,551029708,JT Woods,5,0,2051,22,1,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Packers,GB,19,CB,551029261,Benjamin St-Juste,6,0,1144,25,10,42.00,1,8,0,0,4,173,0.00,0,2,18.00
Packers,GB,19,FS,551027903,Jevon Holland,6,0,1161,8,12,42.00,2,6,1,2,3,61,0.00,0,0,30.00
Packers,GB,19,RE,551027469,A.J. Epenesa,7,0,275,98,7,27.00,0,2,2,0,0,0,6.00,0,0,9.00
Packers,GB,19,LE,551026950,Nick Bosa,8,0,9390,97,6,18.00,0,1,0,0,1,0,3.50,0,0,8.00
Packers,GB,19,ROLB,551029230,Robert Spillane,9,0,9926,41,7,8.00,0,0,0,0,0,0,0.00,0,0,8.00
Packers,GB,19,CB,551027595,Kendall Fuller,11,0,8013,21,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Panthers,CAR,20,RE,551029113,Eric Stallworth,0,0,3858,8,9,36.00,0,0,0,0,0,0,7.00,0,0,22.00
Panthers,CAR,20,FS,551026749,Glen Banyard,0,0,3852,28,12,35.00,1,5,0,0,2,12,0.00,0,0,29.00
Panthers,CAR,20,CB,551029285,Junior Cunningham,0,0,3943,4,13,43.00,3,9,1,0,4,95,0.00,0,1,22.00
Panthers,CAR,20,MLB,551027622,Nolan Johnson,0,0,3571,53,12,46.00,1,5,1,0,3,96,1.00,0,0,32.00
Panthers,CAR,20,DT,551028387,Torry Springs,0,0,10352,99,6,13.00,0,0,0,1,0,0,1.00,0,1,5.00
Panthers,CAR,20,LOLB,551028296,Michael Robinson,1,0,3869,50,9,23.00,3,2,1,0,0,0,1.00,0,0,18.00
Panthers,CAR,20,SS,551027019,Paul Nash,1,0,3566,22,13,36.00,4,2,0,0,2,42,1.00,0,0,28.00
Panthers,CAR,20,CB,551028782,Rick Peppers,2,0,3373,39,7,9.00,0,3,0,0,1,0,0.00,0,0,6.00
Panthers,CAR,20,ROLB,551028823,Steven Johnson,2,0,3404,96,9,39.00,0,3,4,0,0,0,7.50,0,0,12.00
Panthers,CAR,20,LOLB,551026976,Chris Braswell,3,0,10021,43,5,7.00,0,0,0,0,0,0,0.50,0,0,6.00
Panthers,CAR,20,CB,551028911,Ennis Rakestraw Jr,3,0,10218,35,11,30.00,5,10,0,1,4,289,0.00,0,0,18.00
Panthers,CAR,20,LE,551026772,Felix Anudike-Uzomah,4,0,958,99,5,6.00,0,1,0,1,0,0,0.50,0,0,5.00
Panthers,CAR,20,CB,551027170,Kei'Trel Clark,4,0,2022,13,11,22.00,1,2,0,3,1,18,1.00,0,0,17.00
Panthers,CAR,20,DT,551027668,Chauncey Golston,6,0,1073,98,6,16.00,1,0,1,1,0,0,2.50,0,0,8.00
Panthers,CAR,20,ROLB,551026743,Azeez Al-Shaair,8,0,9361,0,5,5.00,0,0,0,0,0,0,0.00,0,0,5.00
Panthers,CAR,20,MLB,551028719,Bobby Okereke,8,0,9588,58,13,46.00,3,7,1,0,2,60,0.00,0,1,31.00
Panthers,CAR,20,LE,551027065,Brian Burns,8,0,9406,93,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Panthers,CAR,20,DT,551029646,Quinnen Williams,8,0,9679,95,9,17.00,0,3,0,0,0,0,3.00,0,0,11.00
Panthers,CAR,20,CB,551027297,Carlton Davis III,9,0,8864,23,2,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Panthers,CAR,20,CB,551028579,Kenny Moore II,10,0,9244,34,8,12.00,1,1,0,0,0,0,1.00,0,0,10.00
Patriots,NE,21,DT,551029310,Gordon Oden,0,0,10335,97,7,13.00,0,0,0,0,0,0,0.50,0,0,12.00
Patriots,NE,21,MLB,551028111,Matthew Jones,0,0,3711,42,3,4.00,0,1,0,0,0,0,0.00,0,0,4.00
Patriots,NE,21,MLB,551027812,Matthew Van Buren,0,0,10317,94,13,42.00,8,6,1,0,2,269,1.00,0,0,31.00
Patriots,NE,21,CB,551029298,Ja'Darius Bartel,1,0,10339,32,13,47.00,5,5,0,1,3,125,0.00,0,1,32.00
Patriots,NE,21,CB,551026725,Nate Durham,1,0,3466,5,12,41.00,8,11,1,0,2,52,0.00,0,0,32.00
Patriots,NE,21,LE,551029363,Dale Phelps,2,0,3915,90,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Patriots,NE,21,CB,551027533,Javontae Sims,2,0,3870,23,12,38.00,10,11,1,0,2,66,0.00,0,0,29.00
Patriots,NE,21,ROLB,551029020,Karl Truman,2,0,3763,91,11,27.00,6,1,0,1,1,91,0.00,0,0,24.00
Patriots,NE,21,SS,551027211,Nelson Barner,2,0,3769,38,12,46.00,3,5,3,0,2,33,0.00,0,0,31.00
Patriots,NE,21,ROLB,551029786,Tyrell Norwood,2,0,3869,43,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Patriots,NE,21,CB,551027802,Cam Hart,3,0,10103,20,3,2.00,1,1,0,0,0,0,0.00,0,0,2.00
Patriots,NE,21,LE,551029489,Jared Verse,3,0,10279,8,10,31.00,0,2,0,0,0,0,7.50,0,0,16.00
Patriots,NE,21,LOLB,551027206,Junior Colson,3,0,10040,25,9,18.00,5,2,0,0,0,0,1.50,0,0,15.00
Patriots,NE,21,DT,551026893,Keeanu Benton,4,0,8199,95,6,11.00,0,1,0,0,0,0,0.50,0,0,10.00
Patriots,NE,21,DT,551029590,Keion White,4,0,2474,99,2,5.00,0,0,0,0,0,0,1.00,0,0,3.00
Patriots,NE,21,RE,551026754,Will Anderson Jr,4,0,856,51,12,44.00,0,1,0,0,0,0,8.00,0,0,28.00
Patriots,NE,21,CB,551026943,Andrew Booth Jr,5,0,1187,34,13,45.00,3,7,1,0,2,0,0.00,0,0,36.00
Patriots,NE,21,MLB,551028622,Chad Muma,5,0,1860,40,6,6.00,0,0,0,0,0,0,0.00,0,0,6.00
Patriots,NE,21,RE,551028716,Azeez Ojulari,6,0,1032,98,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Patriots,NE,21,SS,551028518,Ifeatu Melifonwu,6,0,1299,6,12,59.00,9,6,0,0,4,304,2.00,0,1,37.00
Patriots,NE,21,ROLB,551027131,Blake Cashman,8,0,9415,48,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Raiders,LV,22,LE,551029443,Charles Morton,0,0,10311,95,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Raiders,LV,22,ROLB,551027703,Stephen Randolph,0,0,4080,56,8,9.00,0,3,0,0,0,0,1.00,0,0,7.00
Raiders,LV,22,SS,551027136,Trevor Wagner,0,0,3358,30,13,49.00,1,7,2,0,5,63,0.00,0,0,28.00
Raiders,LV,22,RE,551028073,Braxton Holley,1,0,10335,51,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Raiders,LV,22,SS,551027931,Juwan Lockley,1,0,3970,28,2,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Raiders,LV,22,LOLB,551026710,Todd Graves,1,0,3360,58,3,4.00,0,0,0,0,0,0,0.00,0,0,4.00
Raiders,LV,22,FS,551029401,Brian Joyner,2,0,3769,34,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Raiders,LV,22,LOLB,551027103,Gio Hearst,2,0,3400,41,3,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Raiders,LV,22,DT,551027790,Marcus Harris,3,0,10101,59,6,5.00,0,0,0,1,0,0,0.00,0,0,5.00
Raiders,LV,22,MLB,551029672,Payton Wilson,3,0,10302,55,13,54.00,5,6,0,0,2,39,0.00,0,1,42.00
Raiders,LV,22,RE,551029747,Byron Young,4,0,2491,0,11,39.00,0,2,0,0,0,0,8.50,1,0,20.00
Raiders,LV,22,CB,551027546,Emmanuel Forbes Jr,4,0,2143,13,12,39.00,5,6,0,1,2,23,1.00,0,0,31.00
Raiders,LV,22,LOLB,551028366,Jesse Luketa,4,0,1818,43,2,1.00,1,0,0,0,0,0,0.00,0,0,1.00
Raiders,LV,22,SS,551027033,Sydney Brown,4,0,1901,20,11,24.00,5,1,0,0,1,4,0.00,0,0,21.00
Raiders,LV,22,FS,551028853,Jalen Pitre,5,0,1893,5,13,51.00,1,10,1,0,6,303,0.00,0,0,30.00
Raiders,LV,22,DT,551028508,Alim McNeill,6,0,943,54,9,24.00,0,0,0,0,0,0,5.00,0,0,14.00
Raiders,LV,22,ROLB,551027038,Baron Browning,6,0,1041,90,7,12.00,1,1,1,0,0,0,1.00,0,0,7.00
Raiders,LV,22,CB,551029262,Eric Stokes,6,0,1224,21,10,23.00,3,3,0,0,1,36,1.50,0,0,17.00
Raiders,LV,22,CB,551027597,Kristian Fulton,7,0,286,27,3,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Raiders,LV,22,MLB,551027405,Kyle Dugger,7,0,263,23,5,8.00,2,0,0,0,0,0,0.00,0,0,8.00
Raiders,LV,22,SS,551028488,Xavier McKinney,7,4,452,29,12,39.00,3,4,0,1,1,17,2.00,0,1,26.00
Raiders,LV,22,CB,551027332,Jamel Dean,8,0,9435,35,11,18.00,7,7,0,0,0,0,0.00,0,0,18.00
Raiders,LV,22,LE,551029296,Montez Sweat,8,0,9643,98,8,25.00,0,0,0,0,0,0,5.50,0,0,14.00
Raiders,LV,22,DT,551027862,Cameron Heyward,16,0,4384,99,8,9.00,0,2,0,0,0,0,0.50,0,0,8.00
Rams,LAR,23,ROLB,551026800,Curt Shelton,0,0,3370,46,5,9.00,0,0,0,0,0,0,0.00,0,0,9.00
Rams,LAR,23,RE,551027573,Edward Price,0,0,3473,99,11,40.00,0,0,1,1,0,0,5.50,0,1,20.00
Rams,LAR,23,DT,551027956,Ish Stephens,0,0,3952,90,4,4.00,0,0,0,0,0,0,0.00,0,0,4.00
Rams,LAR,23,LE,551027934,Max Edison,0,0,4144,92,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Rams,LAR,23,SS,551027986,Ben McNeal,1,0,3522,36,10,34.00,6,5,1,0,0,0,0.00,0,0,31.00
Rams,LAR,23,CB,551027135,David Clinton,1,0,3758,0,9,19.00,1,4,0,0,0,0,0.00,0,0,19.00
Rams,LAR,23,FS,551028892,Jabari Epps,1,0,3861,11,10,32.00,8,0,0,0,2,82,0.00,0,0,26.00
Rams,LAR,23,MLB,551027198,Rhett Fullen,1,0,3667,57,10,18.00,3,2,0,0,0,0,1.00,0,0,16.00
Rams,LAR,23,LOLB,551027299,Steven Rose,1,0,3403,40,5,15.00,6,0,0,0,1,11,0.00,0,0,12.00
Rams,LAR,23,SS,551027607,Brian Wallace,2,0,10345,26,6,11.00,1,1,0,0,0,0,0.00,0,0,11.00
Rams,LAR,23,DT,551027559,Deion Pittman,2,0,3473,95,2,2.00,0,0,0,0,0,0,0.50,0,0,1.00
Rams,LAR,23,CB,551026808,Gabe Alford,2,0,3766,42,5,8.00,0,0,1,0,0,0,0.00,0,0,5.00
Rams,LAR,23,SS,551027086,Greg Blaylock,2,0,3842,20,2,4.00,1,0,0,0,0,0,0.00,0,0,4.00
Rams,LAR,23,FS,551028845,Kion Nash,2,0,10353,48,5,6.00,1,0,0,0,0,0,0.00,0,0,6.00
Rams,LAR,23,DT,551027188,Nyles Weaver,2,0,4076,94,8,15.00,1,0,0,1,0,0,2.00,0,0,11.00
Rams,LAR,23,LE,551029678,Sean Bronson,2,0,3611,91,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Rams,LAR,23,CB,551027339,Cooper DeJean,3,0,10053,33,13,51.00,14,3,0,1,2,20,1.00,0,0,43.00
Rams,LAR,23,CB,551029175,Cam Smith,4,0,2396,24,12,51.00,12,6,1,0,1,46,0.00,0,1,39.00
Rams,LAR,23,CB,551028611,Riley Moss,4,0,2330,21,11,37.00,5,4,0,1,2,57,0.00,0,1,25.00
Rams,LAR,23,SS,551026884,Dane Belton,5,6,1172,35,2,4.00,3,0,0,0,0,0,0.00,0,0,4.00
Rams,LAR,23,LE,551026852,Boogie Basham Jr,6,0,1608,96,11,40.00,0,1,2,1,0,0,8.00,0,0,18.00
Rams,LAR,23,LOLB,551027141,K'Lavon Chaisson,7,0,208,56,2,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Rams,LAR,23,MLB,551029591,Kyzir White,8,0,9112,49,10,37.00,8,5,0,0,1,15,0.00,0,0,34.00
Rams,LAR,23,DT,551027969,Maurice Hurst,9,0,8931,93,7,17.00,0,0,0,0,0,0,1.00,1,0,13.00
Rams,LAR,23,MLB,551028981,Elandon Roberts,11,15,8195,50,11,35.00,6,5,0,0,1,9,1.00,0,0,30.00
Ravens,BAL,24,RE,551027993,Melo Scott,0,0,3403,95,11,42.00,0,0,2,0,0,0,6.00,0,0,24.00
Ravens,BAL,24,MLB,551027007,Percy Culliver,0,0,3842,47,12,29.00,2,5,0,0,0,0,0.00,0,0,29.00
Ravens,BAL,24,RE,551028762,Roman Randolph,0,0,3480,98,1,1.00,0,0,0,0,0,0,0.50,0,0,0.00
Ravens,BAL,24,RE,551028549,D'Angelo Newberry,1,0,3950,73,6,13.00,0,0,1,1,0,0,3.00,0,0,4.00
Ravens,BAL,24,MLB,551028121,Eric Cowan,2,0,10353,19,7,20.00,4,3,0,0,2,5,0.50,0,0,13.00
Ravens,BAL,24,FS,551029120,Eric Richardson,2,0,10343,23,6,11.00,5,2,0,0,0,0,0.00,0,0,11.00
Ravens,BAL,24,LE,551026705,Adetomiwa Adebawore,4,0,818,93,8,10.00,0,1,0,0,0,0,2.00,0,0,6.00
Ravens,BAL,24,DT,551027001,Karl Brooks,4,0,2912,96,5,6.00,0,0,0,0,0,0,0.50,0,0,5.00
Ravens,BAL,24,CB,551027897,Tre'Vius Hodges-Tomlinson,4,0,2211,20,4,5.00,2,0,0,0,0,0,0.00,0,0,5.00
Ravens,BAL,24,CB,551027539,Cordale Flott,5,0,1580,28,8,14.00,2,3,0,0,1,17,0.00,0,0,11.00
Ravens,BAL,24,LE,551028188,George Karlaftis,5,0,4064,99,12,28.00,0,2,0,1,0,0,5.00,0,0,18.00
Ravens,BAL,24,CB,551029244,Brandon Stephens,6,0,1157,21,8,29.00,3,3,0,0,1,25,0.00,0,0,26.00
Ravens,BAL,24,CB,551027892,Nate Hobbs,6,0,1184,14,12,28.00,6,7,0,0,3,533,0.00,0,0,19.00
Ravens,BAL,24,FS,551029680,Antoine Winfield Jr,7,0,680,31,13,59.00,11,5,1,0,3,291,0.00,0,0,47.00
Ravens,BAL,24,MLB,551028632,Kenneth Murray Jr,7,0,10349,1,12,25.00,2,1,0,0,0,0,0.00,0,0,25.00
Ravens,BAL,24,SS,551028917,Taylor Rapp,7,0,9606,38,7,18.00,8,4,0,0,0,0,0.00,0,0,18.00
Ravens,BAL,24,RE,551027524,Clelin Ferrell,8,0,9455,55,1,1.00,0,0,0,0,0,0,0.50,0,0,0.00
Ravens,BAL,24,MLB,551029660,Mack Wilson Sr,8,0,9685,36,6,7.00,0,0,0,0,0,0,0.00,0,0,7.00
Ravens,BAL,24,SS,551028027,Derwin James Jr,9,0,8943,3,13,50.00,7,6,0,0,3,69,0.00,0,1,35.00
Ravens,BAL,24,CB,551028933,D.J. Reed Jr,9,0,9034,2,13,32.00,8,8,0,0,2,4,0.00,0,0,26.00
Ravens,BAL,24,LOLB,551028370,Frankie Luvu,9,0,9340,4,10,17.00,0,0,0,0,0,0,2.50,0,0,12.00
Ravens,BAL,24,LOLB,551026773,Alex Anzalone,10,0,8469,34,3,6.00,0,0,0,0,0,0,1.00,0,0,4.00
Saints,NO,26,LE,551027789,Anthony Gallery,0,0,10351,97,8,29.00,2,0,1,1,0,0,3.00,0,1,14.00
Saints,NO,26,FS,551028934,Antwuan Whitaker,0,0,3963,17,12,35.00,4,1,1,0,1,254,0.00,0,0,29.00
Saints,NO,26,DT,551028202,Damion Silver,1,0,3660,51,6,23.00,0,0,0,0,0,0,5.00,0,0,13.00
Saints,NO,26,FS,551029623,Tyrell Vincent,1,0,3942,37,12,35.00,4,6,0,0,0,0,0.00,0,0,35.00
Saints,NO,26,CB,551029445,Barry Samuels,2,0,3860,38,12,30.00,8,5,0,2,1,35,0.00,0,1,21.00
Saints,NO,26,RE,551027521,Gabriel Rogers,2,0,3811,90,6,8.00,0,0,0,0,0,0,2.00,0,0,4.00
Saints,NO,26,RE,551027252,Larry Whiteside,2,0,10352,71,9,13.00,0,1,0,0,0,0,1.00,0,0,11.00
Saints,NO,26,CB,551027709,Renardo Green,3,0,10090,31,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Saints,NO,26,DT,551029297,T'Vondre Sweat,3,0,10258,92,5,11.00,0,0,0,0,0,0,1.00,0,0,9.00
Saints,NO,26,CB,551029470,Carrington Valentine,4,0,2440,21,3,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Saints,NO,26,LE,551028929,Jalen Redmond,4,0,2364,61,4,6.00,0,0,0,0,0,0,0.50,0,0,5.00
Saints,NO,26,LOLB,551028335,Devin Lloyd,5,0,1812,33,13,51.00,15,9,0,0,4,46,2.00,0,0,35.00
Saints,NO,26,CB,551029554,Jaylen Watson,5,0,2014,35,11,23.00,6,3,0,0,1,14,0.50,0,0,19.00
Saints,NO,26,MLB,551028268,Nate Landman,5,0,1804,41,6,6.00,1,1,0,0,0,0,0.00,0,0,6.00
Saints,NO,26,ROLB,551028761,Jeremiah Owusu-Koramoah,6,0,1060,6,12,51.00,15,4,1,0,0,0,1.00,0,0,46.00
Saints,NO,26,CB,551028169,Kelvin Joseph,6,0,1281,24,12,51.00,18,2,1,0,1,15,0.00,0,0,45.00
Saints,NO,26,LOLB,551027710,Jonathan Greenard,7,0,305,58,5,13.00,0,0,1,0,0,0,0.50,0,0,9.00
Saints,NO,26,MLB,551029589,Devin White,8,0,9672,50,13,40.00,5,4,0,0,1,14,0.50,0,0,36.00
Saints,NO,26,SS,551029663,Donovan Wilson,8,0,9684,20,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Saints,NO,26,DT,551026736,Jonathan Allen,10,0,8793,94,8,20.00,0,0,1,0,0,0,3.00,0,0,11.00
Seahawks,SEA,27,ROLB,551027412,Artie Bennett,0,0,3947,56,10,29.00,2,0,1,0,0,0,5.00,0,0,16.00
Seahawks,SEA,27,MLB,551029019,Gio Barrow,0,0,3358,53,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Seahawks,SEA,27,SS,551027984,Aaron Swann,1,0,3760,8,8,32.00,1,5,2,2,1,25,1.00,0,0,21.00
Seahawks,SEA,27,CB,551029098,Rafael McGowan,1,0,4205,23,5,28.00,1,3,1,0,1,44,0.00,0,1,16.00
Seahawks,SEA,27,SS,551027951,Rodney Gunter,1,4,3807,11,5,30.00,0,2,0,0,2,72,0.50,0,1,17.00
Seahawks,SEA,27,FS,551029533,Tim Givens,1,0,3845,29,3,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Seahawks,SEA,27,MLB,551028705,Brendan Hughes,2,0,3810,22,13,63.00,6,6,2,2,6,56,2.50,0,0,34.00
Seahawks,SEA,27,CB,551028881,Deantre Prince,3,0,10214,31,10,21.00,0,2,1,0,2,26,0.00,0,0,12.00
Seahawks,SEA,27,RE,551027266,Jaden Crumedy,3,0,10045,97,2,3.00,0,1,0,0,0,0,0.50,0,0,2.00
Seahawks,SEA,27,ROLB,551028334,Marist Liufau,3,0,10160,57,3,5.00,0,0,0,0,0,0,0.00,0,0,5.00
Seahawks,SEA,27,CB,551026933,Isaiah Bolden,4,0,2861,21,13,52.00,6,10,1,0,6,295,0.00,0,1,25.00
Seahawks,SEA,27,CB,551028142,Jaylon Jones,4,0,2249,26,5,24.00,5,2,1,0,1,16,0.00,0,0,18.00
Seahawks,SEA,27,DT,551027169,Jerrod Clark,4,0,1976,98,2,2.00,0,0,0,0,0,0,0.50,0,0,1.00
Seahawks,SEA,27,LOLB,551028630,Myles Murphy,4,0,2333,14,12,42.00,1,1,1,1,0,0,8.50,0,0,22.00
Seahawks,SEA,27,RE,551027311,Jordan Davis,5,0,10352,99,5,16.00,0,0,0,0,0,0,3.50,0,0,9.00
Seahawks,SEA,27,SS,551027261,Nick Cross,5,0,1319,38,4,10.00,0,3,0,0,2,36,0.00,0,0,4.00
Seahawks,SEA,27,FS,551027079,Percy Butler,5,0,1239,35,13,27.00,1,0,0,0,2,272,0.00,0,0,21.00
Seahawks,SEA,27,CB,551029712,Tariq Woolen,5,0,2054,2,13,39.00,2,10,0,1,4,299,0.00,0,0,27.00
Seahawks,SEA,27,LE,551027006,Bobby Brown III,6,0,1592,92,4,9.00,0,2,0,0,0,0,2.00,0,0,5.00
Seahawks,SEA,27,LOLB,551026837,Derrick Barnes,6,0,1065,55,4,9.00,0,0,2,0,0,0,0.00,0,0,3.00
