team__displayName,team__abbrName,team__logoId,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,rushTotalAtt,rushTotalBrokenTackles,rushTotalFum,rushTotalLongest,rushTotalTDs,rushTotal20PlusYds,rushTotalYdsAfterContact,rushTotalYds,rushAvgYdsAfterContact,rushAvgYdsPerAtt,rushAvgYdsPerGame
Titans,TEN,29,WR,551027954,Andrew Roth,1,6,4082,10,8,93.60,2,14,1,4,0,0,0,7,0.00,3.50,0.67
Titans,TEN,29,QB,551029426,Larry Alexander,1,0,4089,13,5,25.78,18,6,1,8,2,0,4,60,0.80,3.33,5.99
Titans,TEN,29,WR,551027368,Oscar Pryor,1,0,10341,22,1,15.60,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Titans,TEN,29,HB,551029523,Stephen Blake,1,0,3938,28,3,0.90,5,2,0,4,0,0,1,9,0.33,1.80,1.20
Titans,TEN,29,WR,551029846,Thomas Bradshaw,1,0,3884,7,5,30.60,0,11,2,0,0,0,0,0,0.00,0.00,0.00
Titans,TEN,29,TE,551029609,Jared Wiley,3,0,10294,86,5,40.50,0,9,0,0,0,0,0,0,0.00,0.00,0.00
Titans,TEN,29,QB,551029440,Clayton Tune,4,0,2633,17,2,1.30,2,1,0,8,0,0,2,13,1.00,6.50,1.45
Titans,TEN,29,WR,551028107,Quentin Johnston,4,0,2241,1,2,12.00,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Titans,TEN,29,TE,551028271,Sam LaPorta,4,0,2286,87,4,63.40,0,11,0,0,0,0,0,0,0.00,0.00,0.00
Titans,TEN,29,WR,551028729,Chris Olave,5,0,1870,12,5,36.20,0,10,1,0,0,0,0,0,0.00,0.00,0.00
Titans,TEN,29,HB,551029508,Kenneth Walker III,5,39,2005,9,2,5.80,27,3,0,9,2,0,27,66,13.50,2.44,40.00
Titans,TEN,29,HB,551027162,Nick Chubb,9,7,8846,2,8,42.60,68,12,1,18,2,0,77,209,9.63,3.07,21.58
Titans,TEN,29,WR,551027361,Stefon Diggs,12,0,7085,82,1,22.30,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,HB,551029534,Harold Golden,0,0,4080,26,13,101.10,165,29,4,73,7,7,331,897,25.46,5.44,76.28
Vikings,MIN,30,WR,551029833,James Levine,1,0,3938,84,9,38.60,0,11,0,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,TE,551027133,Taylor Francisco,2,0,3970,81,2,1.50,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,WR,551028552,Adonai Mitchell,3,6,10183,86,3,10.80,3,3,0,34,1,1,4,48,1.33,16.00,5.02
Vikings,MIN,30,TE,551026956,Brock Bowers,3,3,10018,89,7,66.10,0,8,1,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,QB,551028446,J.J. McCarthy,3,0,10167,9,12,61.12,32,3,7,39,3,4,45,292,3.75,9.12,19.49
Vikings,MIN,30,WR,551027061,Treylon Burks,5,0,1226,16,4,16.40,0,10,1,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,WR,551029177,DeVonta Smith,6,0,1369,6,9,31.90,2,8,2,1,0,0,2,1,0.22,0.50,0.03
Vikings,MIN,30,TE,551029427,Tommy Tremble,6,0,1376,82,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,HB,551027637,Antonio Gibson,7,0,297,4,5,1.20,5,3,0,5,0,0,7,12,1.40,2.40,1.96
Vikings,MIN,30,TE,551028595,Foster Moreau,8,0,9579,80,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,HB,551028440,Christian McCaffrey,10,3,8655,21,10,19.70,21,9,0,38,1,1,30,107,3.00,5.10,11.81
